3543224	سنعرف كيف نصلح هذا بطريقة أو بأخرى.	3540417	One way or another, we'll figure out how to fix this.
3543227	ربّما تخبرني عن مكانٍ أجد فيه توم.	3540366	Maybe you can tell me where I can find Tom.
3543229	ربّما تخبرينني عن مكانٍ أجد فيه توم.	3540366	Maybe you can tell me where I can find Tom.
3543231	اتّصل بي حالما تجد توم.	3540298	Call me as soon as you find Tom.
3543232	اتّصلي بي حالما تجدين توم.	3540298	Call me as soon as you find Tom.
3543235	أُقسم بأنّ لا شيء حصل.	3539517	I swear, nothing happened.
3543240	سأفعل أيّ شيء لِتوم.	3539499	I would do anything for Tom.
3543243	متأكّد بأنّ توم سيقدّر كلّ ما فعلته له.	3539384	I'm sure Tom appreciates everything you've done for him.
3544695	هذا بسببك أنت.	3544497	This is because of you.
3544702	غسل توم وجهه وكلتا يديه.	3544276	Tom washed his face and hands.
3544704	ابتاعت ماري فستانًا جديدًا للحفلة.	3543639	Mary bought a new dress for the party.
3544710	أنا نضج كفايةً لأتّخذ قراراتي الخاصّة.	3543634	I'm old enough to make my own decisions.
3544728	كرة القدم هي رياضة العالم الأكثر شعبيّة.	3540950	Soccer is the world's most popular sport.
3544737	لن أذهب ما لم تخبرني أين أجد توم.	3540363	I'm not leaving until you tell me where I can find Tom.
3544783	لن يروق لك ما سأقول.	3538219	You're not going to like what I'm going to say.
3546319	هذه الساعة غالية.	58923	This watch is expensive.
3546349	لا، أنا لست بمتزوج.	1550949	No, I am not married.
3546621	ليس لتوم هرّ ولا كلب.	3544718	Tom doesn't have either a cat or a dog.
3546624	أنا جادٌّ يا توم.	3543722	Tom, I'm serious.
3546625	أنا جادٌّ يا ماري.	3543721	Mary, I'm serious.
3546628	ما لا يُصلَح، تركُهُ أصْلَح.	1302978	What can't be cured must be endured.
3546641	لكلّ عالِم هفوة.	3501483	Even Homer sometimes nods.
3546642	لكلّ جواد كبوة.	3501483	Even Homer sometimes nods.
3546643	لكلّ صارم نبوة.	3501483	Even Homer sometimes nods.
3546649	اللصّ لا يسرق لصًّا.	412416	A dog does not eat a dog.
3557752	يعرفني.	2867192	He knows me.
3559889	توم سعيدٌ على الرّغم من فقره.	3559657	Tom is poor, but he's happy.
3559902	لديك فقط 24 ساعة أخرى لتقرّر.	3559025	You only have 24 hours left to decide.
3576076	عن ماذا تتحدث؟	3575503	Hey, what are you talking about?
3576077	الى ماذا تنظر ؟	3575501	Hey, what are you looking at?
3576092	اعتقدت انك لا تريد ان تأتي الى هنا .	3492972	I thought you would never come here.
3577041	هذه أغنيتي المفضّلة!	3577037	That is my favorite song!
3577043	كلمة السر طويلة.	2002579	The password is long.
3577047	كَم الساعة؟	1259876	What is the time?
3577050	توقّف المطر.	3576578	The rain has stopped.
3577052	عمّ تتكلّمون يا رفاق؟	3575504	Hey, what are you guys talking about?
3577058	انتظر لحظة، إلى أين تظنّ نفسكَ ذاهبًا؟	3575460	Hey, wait a minute. Where do you think you're going?
3577059	انتظري لحظة، إلى أين تظنّين نفسكِ ذاهبةً؟	3575460	Hey, wait a minute. Where do you think you're going?
3579483	التقطت أول صورة للأرض من الفضاء عام 1946.	3578708	The first photo of Earth from space was taken in 1946.
3581834	ليست طفلة.	1191962	She's not a child.
3581836	أقتلتَ ماري؟	3579787	Did you kill Mary?
3581837	أقتلتِ ماري؟	3579787	Did you kill Mary?
3581838	ليسَ طفلًا.	3579732	He is not a child.
3581839	ما زالوا صغارًا.	3579730	They are still children.
3581841	أظنّها تخفي شيئًا.	3579661	I think that she's hiding something.
3581842	أظنّهُ يخفي شيئًا.	3579657	I think that he's hiding something.
3581844	سألَتْهُ وردّ بِنعم.	3579621	She asked him and he said yes.
3581845	سألها وردّت بِنعم.	3579620	He asked her and she said yes.
3581847	لا أريد البكاء أمامها.	3579493	I didn't want to cry in front of her.
3581849	لا أريد البكاء أمام توم.	3579492	I didn't want to cry in front of Tom.
3581850	لا أريد البكاء أمامهُ.	3579491	I didn't want to cry in front of him.
3581852	أرسل توم بريدًا إلكترونيًّا لرئيسه بدل حبيبته.	3577542	Tom sent an email to his boss instead of his girlfriend.
3581860	العربيّة ليست معقّدة.	3355263	Arabic isn't complicated.
3582720	هوَ يعرف كل الإجابات.	3582596	He knows all the answers.
3582760	لن أذهب ما لم تخبريني أين أجد توم.	3540363	I'm not leaving until you tell me where I can find Tom.
3583957	أتعرف أحدًا في أستراليا؟	3583680	Do you know anyone in Australia?
3583958	سأذهب إن ذهب توم.	3525088	I'll go if Tom goes.
3583959	لن أذهب ما لَم يذهب توم.	3583376	I'm not going unless Tom goes.
3583962	حاولت قتل نفسي مرّتين.	3583373	I tried to kill myself twice.
3583966	فيمَ تفكّر الآن؟	3583328	What are you thinking about now?
3583969	أيمكنني سؤالك عن السبب؟	1822854	May I ask why?
3583986	أمامك ثلاث خيارات لا غير للاختيار بينها.	3581067	You have only three options to select.
3583990	توم طويلٌ وقويّ.	1692631	Tom is tall and strong.
3583991	ماري طويلة وقويّة.	3579790	Mary is tall and strong.
3583994	توجد جثّة في صندوق السيّارة.	3579768	There's a body in the trunk of the car.
3584002	أتذكرُ ما فعلتَ الجمعة الماضية؟	3579487	Do you remember what you did last Friday?
3584004	أتذكري ما فعلتِ الجمعة الماضية؟	3579487	Do you remember what you did last Friday?
3584013	أنتَ، انزل عن درّاجتي.	3575490	Hey, get off my bike.
3584015	أنتِ، انزلي عن درّاجتي.	3575490	Hey, get off my bike.
3584023	ألا تظنّ أنّ عليك أخذ قسطٍ من الراحة؟	3574376	Don't you think you should get some rest?
3584030	برأيك، لكَم من الوقت يستطيع توم حبس نفَسه؟	3574375	How long do you think Tom can hold his breath?
3584060	لمَ لمْ تخبرني بأنّ اجتماعًا انعقد اليوم؟	3574357	Why didn't you tell me there was a meeting today?
3584076	لمَ لمْ تخبرني بأنّ اجتماعًا عُقِدَ اليوم؟	3574357	Why didn't you tell me there was a meeting today?
3584079	إن كان لديك ما تقول، فقُله.	3573995	If you've got something to say, just say it.
3584098	ما زالت الكعكة في الفرن.	3573969	The cake is still in the oven.
3584106	إنه شيخ غريب الأطوار	3583439	My mission is of critical importance.
3584132	أيمكنني الحصول على قطعة من تلك الكعكة؟	3573805	Could I get a little piece of that cake?
3584138	ألديك مفتاح هذا الباب؟	3573783	Do you have the key to this door?
3584144	أعلمني إن سمعتَ شيئًا.	3573777	Let me know if you hear anything.
3584145	أعلميني إن سمعتِ شيئًا.	3573777	Let me know if you hear anything.
3588573	ثمّة ما نسيت قوله.	3287120	There's something I forgot to say.
3588577	أحمل معي قنينة مياه معدنيّة دومًا.	253123	I always carry a bottle of mineral water with me.
3588579	يريد توم منّي مساعدته في حلّ واجبه المنزليّ.	3161779	Tom wants me to help him with his homework.
3588581	أردت فقط سماع صوتك.	2374091	I just wanted to hear your voice.
3588583	أتحدّثت مع توم؟	3024399	Have you spoken to Tom?
3588584	أللقصّة نهاية سعيدة؟	3571946	Does the story have a happy ending?
3588586	كان خطأ حاسوبيّ.	3518549	It was a computer error.
3588590	هي تحتاجه أكثر ممّا يحتاجها.	887312	She needs him more than he needs her.
3588592	لم يكن عليّ أكل هذا.	3408906	I shouldn't have eaten that.
3597360	بغضّ النظر عن كونه متعبًا أو لا، سيكتب في مذكّراته قبل أن يخلد إلى النوم.	1318654	No matter how tired he is, he writes in his diary before going to bed.
3597363	نريد معرفة السبب.	2011526	We want to know why.
3597365	متى يحين دوري؟	3405175	When do I get my turn?
3597367	لم يتوقّع توم أيّة مساعدة من ماري.	1094807	Tom didn't expect any help from Mary.
3597371	حاول توم إخباري شيئًا، لكنّ ماري قاطعته قبل أن ينطق ببنت شفة.	2063431	Tom tried to tell me something, but Mary interrupted before he could say anything.
3597373	لن أردّ على الأسئلة.	2545536	I won't answer questions.
3597379	سعيدون لرؤيتك.	3310941	We're happy to see you.
3604423	لا يبدو هذا عاديّا.	2724100	This doesn't seem normal.
3604425	كان عليّ أن أحاول.	2331806	I had to give it a try.
3604427	أُحِبّ هذه الأغنية.	1553458	I love this song.
3604428	إن توم لا يملك أسرة.	2279394	Tom doesn't have a family.
3604430	توم ليبرالي.	2272823	Tom is a liberal.
3604433	هل تعرف الولد في الصورة؟	1288659	Do you know the boy in the picture?
3604437	هناك مخطط لتوسيع الشركة.	49138	There is a scheme to expand the company.
3604438	ساهم بالكثير من المال.	288236	He kicked in a lot of money.
3604441	هل سأصل إلى المحطة إن أخذت هذا الطريق؟	57597	Will I get to the station if I take this road?
3604442	أنا مسرور لوجودك هنا معي.	2543010	I'm glad you're here with me.
3604444	اختبأ توم وراء أمّه عندما قلت له "أهلا".	2743693	Tom hid behind his mom when I said "hi" to him.
3610751	اني اتطلع لذلك.	1565471	I look forward to it.
3613622	كل آت قريب	3613753	The whole future is just around the corner.
3615470	إنه يأمل أن يجد الشهرة كشاعر	3616284	He hopes to find fame as a poet.
3615504	إني أعتمد على وعدك.	3616283	I rely on your promise.
3615517	غداً سنواجه العدو.	3616282	Tomorrow, we will face the enemies.
3622134	غداً سنواجه الأعداء.	3616282	Tomorrow, we will face the enemies.
3628343	إنه نوع مهدد بالانقراض.	797152	It is an endangered species.
3631566	أفكّرت في الأمر؟	3631484	Did you think about it?
3631568	لي بنتان.	453185	I have two daughters.
3631570	كم كلّفتك التذاكر؟	3630912	How much did the tickets cost you?
3631572	ما المبلغ الذي كان عليك دفعه للتذاكر؟	3630909	How much did you have to pay for the tickets?
3631575	كم كلّفت التذاكر؟	3630906	How much did the tickets cost?
3631576	اليابان هي جزء آسيا الشرقي.	3630691	Japan is in the eastern part of Asia.
3631579	سأفعل أيّ شيء لحمايتك.	3630049	I'd do anything to protect you.
3631580	أتظنّ أنّ توم رأى ماري؟	3620490	Do you think Tom saw Mary?
3631581	تابع على طول هذا الطريق وسيكون مكتب البريد على يسارك.	57793	Go along this street and you'll come to the post office on the left.
3631584	ألا يمكن صياغتها بطَريقة أخرى؟	1420	Can it be phrased in another way?
3631585	تهانينا!	1437	Congratulations!
3631588	تعلّمتُ العيش دونها.	1485	I learned to live without her.
3631641	افعل كلّ ما يقولهُ لك.	1615	Do whatever he tells you.
2944976	إفتح فمك!	1664	Open your mouth!
3649283	سيغلق أحدهم النافذة.	3647268	Someone will close the window.
3649284	الأطفال في جانب البيت الأيسر.	3647267	The children are on the left side of the house.
3649287	نحن في طريقنا إلى المنزل.	3647258	We are on the way home.
3649295	سأبقى هنا لشهر كامل.	3647249	I'll stay here a whole month.
3649296	أحدهم على الهاتف يريدك.	2713246	You're wanted on the phone.
3649299	لن نذهب إن أمطرت.	3646404	We wouldn't go if it rained.
3649303	وصلت متأخّرًا لتفويتي الحافلة.	3646333	I came late because I missed the bus.
3649339	تعارك توم مع أخ ماري وكسر أنفه.	1390284	Tom got into a fight with Mary's brother and broke his nose.
3649341	تعارك توم مع أخي ماري فانكسر أنفه.	3642278	Tom got into a fight with Mary's brother and got his nose broken.
3649346	يبدو وكأنّها ستمطر.	3642175	It seems that it will rain.
3649390	لا تغضب كثيرًا.	3641428	Don't get so angry.
3659571	قابلتُ شخصًا على الإنترنت.	3658289	I met somebody online.
3659573	يمكنك المجيء والعيش معي.	3658288	You could come and live with me.
3659575	أصدقائي عائلتي.	3658287	My friends are my family.
3659577	عملت ماري مربّية للأطفال عندما كانت مراهقة.	3658269	Mary worked as a babysitter when she was a teenager.
3659581	ما الذي تحاول فعله؟ أتريدني أن أُجنّ؟	3658346	What are you trying to do? Drive me insane?
3659582	أنا بخير يا أمّي.	3658344	I'm fine, mom.
3659583	ما خطبكِ اليوم ماري؟	3658329	Mary, what's wrong with you today?
3659584	لم ألقَ منها رفضًا قطّ.	3657410	I have never heard him say no.
3659585	لم ألقَ منهُ رفضًا قطّ.	3657410	I have never heard him say no.
3659587	لستُ أمزح!	555316	I'm not kidding.
3659588	سيكون الغد أفضل!	3656913	Tomorrow will be better!
3659589	عليّ إرجاع الكتب إلى المكتبة الإثنين.	3656219	On Monday I have to take back the books to the library.
3659814	لقد دعوتك إلی هنا لأسألك سؤالا	2300092	I called you in here to ask you a question.
3659815	ستتزوج ابنتي في يونيو	1595204	My daughter is getting married in June.
3659818	هذه السلة مليئة بالفواكه	1595028	Here's a basket full of fruit.
3659821	لا أملك الوقت الكافي لقراءة هذا الكتاب	1594880	I don't have the time to read that book.
3659826	أنا معك هنا الآن	1594206	Now I'm here with you.
3659829	ألا تثق بتوم؟	1904430	Do you trust Tom?
3659831	من سيعتني بالطفل ؟	276209	Who will take care of the baby?
3659835	ما كان يجب علي أن أخبرك بكل شيء	646984	I shouldn't have told you anything.
3659840	يحب "توم" "ماري" و هي أيضا تحبه	1553361	Tom likes Mary and Mary likes Tom.
3659841	لم يكن من السهل حل هذه المشكلة	3249329	It wasn't easy to solve this problem.
3659847	سأل "توم" "ماري" ما إذا كانت تود الرقص	3305891	Tom asked Mary if she wanted to dance.
3659877	ألا تستطيع الشعور به ؟	3329810	Can't you feel it?
3659916	لسنا خائفين	2240612	We're not afraid.
3659917	قرر "توم" أن يبدأ بتعلم اللغة الفرنسية	3171353	Tom has decided to start studying French.
3659921	يبدو "توم" مذهلا	2237197	Tom looks amazing.
3659922	إنهم يدعوننا بالروسيين	1826088	They call us Russians.
3659924	لم أكن أتوقع بأن "توم"سيقع في حب "ماري"	2244285	I didn't expect that Tom would fall in love with Mary.
3659926	أوافقك الرأي بالتأكيد.	321772	I agree with you absolutely.
3659935	اشتقت إليك حقا	2390859	I really miss you.
3659937	هذا ما أحببته بشأن "توم"	3565851	That's what I loved about Tom.
3659940	ألا تستطيع مساعدتي بأي شيء؟	3329800	Can't you do anything to help me?
3659946	الحب و الكره شعوران متعاكسان	28692	Love and hate are opposite emotions.
3659950	هل أنت سعيد برؤيتي ؟	773543	Are you glad to meet me?
3659954	لا أتذكر بأنني طلبت منك أن تبدي رأيك	2323038	I don't remember asking for your opinion.
3659956	لم يكن "توم" يعي المشكلة	2663250	Tom wasn't aware of the problem.
3659963	يجهل "توم" الفرق بين الحقيقة و الخيال	2908462	Tom doesn't know the difference between reality and imagination.
3659968	سأجعلها سعيدة - سأشعرها بالسعادة	261357	I will make her happy.
3659970	أود رؤيتك مجددا.	1890850	I'd like to see you again.
3659971	ماذا عن "توم"؟	2735056	What about Tom?
3659981	إنك وسيم	2510763	You are handsome.
3659984	أنا في طريقي إلی المنزل	2548686	I'm on my way home.
3660299	هذا الرجل كريم	3658560	This man is very generous.
3660302	إنني أفهم ما تقول	3658410	I understand what she's saying.
3660314	ما خطبك الليلة يا توم ؟	3658328	Tom, what's wrong with you tonight?
3660317	هلا توقفت عن ذلك يا توم ؟	3658323	Tom, will you stop it.
3660325	أحتاج التحدث معك عن أمر طارئ	3658299	I need to talk to you about an urgent matter.
3660327	أصدقائي هم عائلتي	3658287	My friends are my family.
3660348	إنك عدائي	3657568	You are aggressive.
3661292	هل تحبه ؟ / هل تحبينه ؟	2818769	Do you love him?
3661308	و أنت أيضا	2682234	You too.
3661311	كيف بإمكاني مساعدتك ؟	1885951	How can I help?
3661319	أنا لست أحمقا، أليس كذلك؟	3653797	I'm not stupid, am I?
3661326	أعلم بأنك خائف.	2376653	I know you're afraid.
3661872	ابتعتُ لهُ ساعة.	3661850	I bought him a clock.
3661873	ابتعتُ لها ساعة.	1454222	I bought her a clock.
3662835	ما كان يجب علي أن أثق بتوم	3066241	I shouldn't have trusted Tom.
3663854	هناك جزر في البحر.	3663249	There are islands in the sea.
3664018	تلك السيارة ليست ملكي	2648434	That's not my car.
3664020	هذه السيارة ليست ملكي	1769461	This is not my car.
3664025	إنني سعيد بلقائك.	71175	I'm very glad to meet you.
3664032	لست قلقا بشأنه	2545315	I'm not worried about it.
3664035	لا تضع وقتك سدی	1860392	Don't waste your time.
3664036	لن أجرح مشاعرك أبدا	2077400	I will never hurt you.
3664037	أنا مسلم	789910	I am a Muslim.
3664056	أريد إجابة منك في أسرع وقت ممكن	2031331	I want an answer from you as soon as possible.
3664057	هل تستطيع التحدث باللغة الانجليزية؟	26170	Can you speak English?
3664061	أريد المزيد	521096	I want more.
3664073	من الافضل أن تبقی صامتا إذا لم تكن تعلم شيئا عن هذا الأمر	1404434	If you don't know anything about the matter, it's better that you keep quiet.
3664087	لم أعره انتباها	1143451	I didn't pay attention to him.
3664088	اسمح لي أن أريك الطريق إلی المصعد	2397430	Let me show you the way to the elevator.
3664091	أين التقيت بتوم ؟	1495841	Where did you meet Tom?
3664104	كنا علی عجلة من أمرنا	248575	We were in a hurry.
3664109	كف عن إزعاج والدك	64048	Stop bothering your father.
3664111	لا أريد النوم	2275762	I don't want to sleep.
3664122	اخرج من غرفتي	1977541	Get out of my room!
3664128	أيهما تفضل الأحمر أم الازرق ؟	1980803	Which one do you prefer, the red one or the blue one?
3664206	ما زلت أحبها	2690718	I still love her.
3664218	التقيت بها في طريقي إلی المنزل	256491	I met her on my way home.
3664221	يجب أن تدرك بأننا لن نستطيع تقديم يد العون.	1140007	You must realize that I can't help you.
3664224	لم يكن لدي خيار سوی الاستلقاء علی السرير طوال اليوم.	437965	I had no choice but to stay in bed all day.
3664225	هل تسمع ما أقول ؟	2305057	Do you hear what I'm saying?
3664229	ربما توم يحبك.	1898324	Maybe Tom likes you.
3664230	اليوم هو يوم ميلادك	464264	Today is your birthday.
3664241	يبدو رجلا أمينا .	300426	He looks like an honest man.
3664242	يبدو أنه رجل أمين .	300426	He looks like an honest man.
3664244	إن لم تكن معي فأنت ضدي .	2611051	You're either with me or against me.
3664248	أصبح أخي راهبا	649936	My brother has become a priest.
3664259	إن توم مستمع جيد	1025176	Tom is a good listener.
3664261	أخبره بأن ينتظر	285121	Tell him to wait.
3664289	أنا خلفه مباشرة .	1664580	I'm right behind him.
3664294	أريد أن أريك مدينتي الجميلة .	2489138	I want to show you my beautiful city.
3664296	لقد فعلت ذلك مرات عديدة.	2359468	I've done that many times.
3664311	هل حقا أنت أميرة ؟	3498699	Are you really a princess?
3664315	أنا أثق بك.	457741	I trust you.
3664316	أريد قائمة بجميع أقارب "توم".	2019154	I want a list of all Tom's relatives.
3664318	هل القطة فوق الكرسي أم أسفله ؟	282052	Is the cat on the chair or under the chair?
3664320	يستطيع كل طفل فعل ذلك.	36641	Any child can do that.
3664323	هذه ليست المرة الأولی التي أری فيها هذه الجملة .	1762197	It's not the first time I've seen this sentence.
3664324	ما هو تاريخ ميلادك؟	703328	What is your date of birth?
3664327	أخبرني ما الخطب.	3200449	Tell me what the matter is.
3664328	هل تعلم من أنا ؟	2726734	Do you know who I am?
3664418	أتی عمي لرؤيتي.	65089	My uncle came to see me.
3664419	قدم عمي لرؤيتي.	65089	My uncle came to see me.
3664423	هل تعلم من هو مخترع المجهر؟	276319	Do you know who invented the microscope?
3664432	ما كنت لأتصل بك لولا أن الأمر مهم .	2537716	I wouldn't be calling if it weren't important.
3664436	كم عمر أختك ؟	1859662	How old is your sister?
3664448	إنه لشرف لي أن ألتقي بك .	63896	I am honored to meet you.
3664452	توم رجل لطيف .	3670246	Tom is a nice man.
3664452	توم رجل لطيف .	3670247	Tom is a kind man.
3664466	استدارت بابتسامة.	315127	She turned around and smiled.
3664467	استدارت و ابتسمت.	315127	She turned around and smiled.
3664474	يجب أن تفخر جدا بابنتك.	3001113	You must be very proud of your daughter.
3664477	كف عن الصراخ!	1908512	Stop yelling!
3664479	أحب صوت الغيث أثناء هطوله علی السقف.	256313	I love the sound of rain on the roof.
1935750	لا تنظر إلي!	1845513	Don't look at me.
3664490	لست خجولا.	3670249	I am not shy.
3664513	"WHO" هو اختصار لمنظمة الصحة العالمية .	2751981	WHO is the abbreviation for World Health Organization.
3664524	سأتذكرك دائما .	1499388	I will always remember you.
3664573	أنا آسف يا أمي .	1513356	I'm sorry Mother.
3664575	ألقوا أسلحتكم!	1702765	Drop your weapons!
3664576	تحققت الأحلام.	322759	Dreams came true.
3664604	لا يجب عليك أن تستمع إلی ما يقول.	72036	You don't have to listen to what he says.
3664605	ليس عليك أن تستمع إلی ما يقول.	72036	You don't have to listen to what he says.
3664614	المعذرة، من هذه المرأة؟	393492	Excuse me, who is this woman?
3664675	أبق الدواء بعيدا عن متناول الأطفال.	245797	Keep children away from medicine.
3664678	أبق الأطفال بعيدا عن الأدوية.	245797	Keep children away from medicine.
3664702	هذا علم اليابان.	55473	This is the flag of Japan.
3664710	قالت وداعا.	310881	She said goodbye.
3664734	أين المال؟	1209941	Where's the money?
3664783	أريد أن أصبح معلما.	2090872	I want to be a teacher.
3664795	ليس بتلك الصعوبة.	2648081	It's not that hard.
3664799	اللغة العربية ليست صعبة.	2849698	Arabic isn't a difficult language.
3664811	اعتقد بأنه يمكننا مساعدة بعضنا البعض.	2408414	I think we can help each other.
3664912	سأفتقدك.	71632	I'll miss you.
3664913	سأشتاق إليك.	71632	I'll miss you.
3664915	هل قالت شيئا؟	1931950	Did she say something?
3664932	كان مغرما بها.	1780027	He had a crush on her.
3664949	لكنه نام كالطفل.	507701	But he slept like a baby.
3664952	وقعت في حب امرأة.	1429458	I fell in love with a woman.
3664958	إياك أن تخبرني، دعني أخمن.	2288995	Don't tell me. Let me guess.
3665028	طابت ليلتك يا تيمي.	852229	Goodnight, Timmy.
3665073	هل تعلم ما يعمله توم لكسب لقمة العيش؟	1449420	Do you know what Tom does for a living?
3665075	هل تعلم ما يعمله توم لكسب رزقه؟	1449420	Do you know what Tom does for a living?
3665091	إنك تخيفني في بعض الأحيان.	1533182	Sometimes you scare me.
3665093	إنك تشعرني بالخوف أحيانا.	1533182	Sometimes you scare me.
3665140	أحب معاملتك لي.	2377479	I like the way you treat me.
3665141	أحب الطريقة التي تعامليني بها.	2377479	I like the way you treat me.
3665637	كل هذه الافلام مملة	3665614	All these movies are boring.
3665641	نحن نتقابل مرة في الشهر	3665585	We see each other once a month.
3665677	عند توم علبة أربعة لتر من الخمر الرخيص في ثلاجته	3665642	Tom has a four-liter box of cheap wine in his fridge.
3665678	أنا فعلا أقدر صحبتك	3665594	I really appreciate your company.
3665681	أريد أن أتحدث معك بموضوع	3665569	There's something that I need to talk to you about.
3665684	ليس عندي الوقت لأساعدك في حل واجبك	3665563	I don't have time to help you with your homework.
3665686	ينمو الأطفال سريعا	3665562	Children grow up very quickly.
3665689	أختي الكبرى تسبح سريعا جدا	3665560	My older sister swims very fast.
3665691	وكأنني كنت أحدث الحائط.	3665558	It's like I was talking to a wall.
3665697	كانت تلبس بلوزة حمراء وتنورة بيضاء	3665538	She was clothed in a red blouse and white skirt.
3665698	سلفت توم السيارة	3665528	I lent Tom the car.
3665700	جلست وراء شخص طويل جدا في المسرح	3665499	I sat behind a very tall person at the theater.
3665702	قمت فقط بتنظيف جميع الطاولات	3665491	I just cleaned all the tables.
3665708	ليس معي أكثر من خمسة دولارات	3665485	I have no more than five dollars.
3666290	اخلع ملابسك!	1946889	Take off your clothes.
3666299	نحن بمأمن الآن.	2240664	We're safe now.
3666300	نحن في أمان الآن.	2240664	We're safe now.
3666313	أنا شديدة الفخر بأبي.	261560	I'm very proud of my father.
3666314	أنا فخورة جدا بأبي.	261560	I'm very proud of my father.
3666315	أنا فخورة جدا بوالدي.	261560	I'm very proud of my father.
3666321	أنا هنا من أجلك.	834857	I'm here for you.
3666324	إنني هنا لأجلك.	834857	I'm here for you.
3666390	لا أريدك أن تقلق بشأني.	2016867	I don't want you to worry about me.
3666640	سامحني أرجوك.	38820	Please forgive me.
3666652	مازلت أكرهك.	1887691	I still hate you.
3667053	أنا من طوكيو عاصمة اليابان.	281447	I'm from Tokyo, Japan.
419514	ما الخطب؟	1226128	What's wrong?
419512	ما المشكلة؟	1226128	What's wrong?
3667068	هل لديك أدنی فكرة عن سبب كره "توم" لي ؟	2738329	Do you have any idea why Tom doesn't like me?
3667086	أشعر بالفضول فحسب.	1654215	I'm just curious.
3667091	أنا احترمك.	252911	I look up to you.
3667093	اهدأ يا بني.	2156383	Calm down, son.
3667099	عملت عملا شاقا لكي أدعم عائلتي.	256523	I worked hard in order to support my family.
3667101	اغلق فمك.	240561	Shut your mouth.
3667103	أقدر كل ما فعلته.	1933636	I appreciate all you did.
3667108	أتذكر كل ما تقوله لي.	2392570	I remember everything you tell me.
3667132	أرجوك قف إلی جانبي عندما أحتاجك.	243469	Please stand by me when I need you.
3667136	يجعلني سعيدة جدا.	2044472	It makes me so happy.
3667182	مذهل.	433510	Wonderful!
3667187	هل تملك رخصة قيادة؟	26572	Do you have a driver's license?
416693	أنا عطشان.	2245803	I got thirsty.
3667201	نحن من كندا.	2202636	We're Canadians.
3667201	نحن من كندا.	3125922	We are from Canada.
3667203	نحن كنديون.	2202636	We're Canadians.
3667217	هذا ما يشعرني بالسعادة.	2517176	That's what makes me happy.
3667219	انتظر، أريد إخبارك بأمر ما.	2016970	Wait. I want to tell you something.
3667224	نسي( توم ) أن يدفع الفاتورة.	1025737	Tom forgot to pay the bill.
3667226	كان ينظر إليها.	2342599	He was looking at her.
3667227	سررت برؤيته.	284455	I was happy to see him.
3667228	أوقفهم.	2111491	Stop them.
3667243	لماذا كذبت علي؟	2610830	Why did you lie to me?
3667254	أعيده إلي.	41819	Bring it back to me.
3667487	قاتلوا من أجل وطنهم .	3670264	They fought for their homeland.
3667490	المعلم الجيد يجب ان يكون صبورا مع طلابه.	3670260	A good teacher must be patient with his students.
3667491	انا لست عضوا بالنادي.	3667481	I'm not a member of the club.
3667494	الصدق أفضل سياسة .	271679	Honesty is the best policy.
3669321	انا اشعر بالملل.	3670245	I feel bored.
3676534	ماذا تعتقد الآن؟	1886756	What do you think now?
3676535	لا أملك المال.	249885	I have no money with me.
3676554	هل علي أن أجيب علی أسئلتك كلها؟	1458915	Do I have to answer all of the questions?
3676555	هل يجب علي أن أجيب علی أسئلتك كلها؟	1458915	Do I have to answer all of the questions?
3676564	سوف تثق بك.	2856937	She will trust you.
3676565	ستثق بك.	2856937	She will trust you.
3677795	هل قبلت دعوته؟	1623174	Did you accept his invitation?
3677798	لا أملك أي دليل.	2276034	I don't have any evidence.
3677800	لا أملك دليلا.	2276034	I don't have any evidence.
3677801	ليس لدي دليل.	2276034	I don't have any evidence.
3677802	في أي عام ولدت؟	509620	What year were you born?
3677811	لا تخيب ظني بك!	638891	Don't disappoint me.
3677812	أنا لوحدي.	2111761	I'm alone.
3677816	يمكن أن تحدث الزلازل في أي لحظة.	277182	Earthquakes may occur at any moment.
3677817	لقد فعلت ذلك لأجلها.	1790779	I did it for her.
3677819	فعلت ذلك من أجلها.	1790779	I did it for her.
3677824	لماذا هي غاضبة؟	796884	Why is she angry?
3677827	ما سبب غضبها؟	796884	Why is she angry?
3677831	اعتقد بأنه لا يمكننا الرفض.	2330115	I guess we can't say no.
3677833	أريد كأسا من الماء من فضلك.	270854	A glass of water, please.
3681233	توم كان قلبه مكسور عندما مات كلبه	3681186	Tom was heartbroken when his dog died.
3681240	توم كان قلبه مكسور عندما ماري قالت له انها تركته	3681185	Tom was heartbroken when Mary told him she was leaving him.
3682224	هلا ساعدتني؟ سأكون مسرورا بذلك.	73638	"Will you help me?" "I'll be glad to."
3684141	هل يمكننا البقاء هنا؟	3099624	Can we stay here?
3684161	هذه الكلمة مشتقة من اللاتينية.	57964	This word is derived from Latin.
3684163	أقوالك لا تطابق أفعالك.	1487676	Your words don't match your actions.
3684166	أريد إجابة منك في أسرع وقت ممكن.	2014302	I want an answer from you ASAP.
3684168	أراد توم أن يفكر بها فقط.	2471865	Tom wanted only to think of her.
3684173	أحببت حقا الحديث مع توم.	2390852	I really liked talking to Tom.
3684185	أعلم بأنك لا تصدقني.	2361627	I know you don't believe me.
3684278	يا له من تصميمٍ جميل !	2645205	What a beautiful design!
3685972	كثير من الناس يقومون بذلك.	3684196	A lot of people do that.
